f1_train,f1_val,acc_train,acc_val,loss_train,loss_val,num_epoch
"[0.7136997538966365, 0.7169349908294274, 0.7134918870860191, 0.7063063063063063, 0.7250067732321864, 0.7773144286905754, 0.7880285557386052, 0.804140127388535, 0.752, 0.8884369552585706, 0.9077490774907749, 0.9308943089430894, 0.9307447116777745, 0.939717334871647, 0.9493087557603687, 0.9433093525179856, 0.9479836353009936, 0.9615939936471267, 0.9628776978417266, 0.9674069800980675, 0.9729574223245109, 0.9763960852043754, 0.9704108014938236, 0.9786866359447005, 0.9787234042553191, 0.9799311926605505, 0.9838987924094307, 0.9784791965566715, 0.9807857757384572, 0.9850917431192661, 0.9862385321100917, 0.9870875179340028, 0.9873853211009175, 0.9885452462772051, 0.9894073862009733, 0.9905579399141631, 0.9882555141793182, 0.9914138523182598, 0.9919862621637092, 0.9911301859799714, 0.9917024320457797, 0.9914089347079038, 0.9917024320457797, 0.9902634593356243, 0.990552533638706, 0.9916976810764386, 0.9893952421897392, 0.9916976810764386, 0.9919862621637092, 0.9916976810764386]","[0.71869918699187, 0.71869918699187, 0.7440585009140768, 0.7492904446546831, 0.785329018338727, 0.8080301129234629, 0.8728070175438597, 0.71869918699187, 0.9102844638949672, 0.9250585480093677, 0.9318181818181818, 0.9270946681175191, 0.9263657957244655, 0.9581920903954803, 0.9403973509933775, 0.6864784546805349, 0.9626274065685164, 0.9414414414414415, 0.9487750556792873, 0.9692132269099202, 0.9561200923787528, 0.9659090909090909, 0.9614512471655329, 0.9682539682539683, 0.9703196347031964, 0.9596412556053812, 0.9679633867276888, 0.9691428571428572, 0.96962879640045, 0.9739524348810872, 0.9719416386083053, 0.9622222222222222, 0.9774266365688488, 0.9773755656108597, 0.9739524348810872, 0.978433598183882, 0.9749430523917996, 0.9806598407281001, 0.9783352337514253, 0.9761634506242906, 0.979498861047836, 0.9688195991091314, 0.9772727272727273, 0.9632183908045977, 0.979498861047836, 0.9699769053117783, 0.979498861047836, 0.9784824462061155, 0.9795918367346939, 0.9794520547945206]","[0.5565438373570522, 0.5587674714104193, 0.5905336721728082, 0.6375476493011436, 0.6775730622617535, 0.7455527318932655, 0.7547649301143583, 0.7655654383735705, 0.6651842439644219, 0.8780177890724269, 0.8967598475222364, 0.9243964421855146, 0.9240787801778907, 0.9336086404066074, 0.9440914866581956, 0.9374205844980941, 0.9434561626429478, 0.9577509529860229, 0.9590216010165185, 0.9641041931385006, 0.9701397712833545, 0.9739517153748412, 0.9672808132147395, 0.9764930114358322, 0.9764930114358322, 0.9777636594663278, 0.9822109275730623, 0.9761753494282084, 0.9787166454891995, 0.9834815756035579, 0.9847522236340533, 0.985705209656925, 0.9860228716645489, 0.9872935196950444, 0.9882465057179162, 0.9895171537484116, 0.9869758576874206, 0.9904701397712834, 0.9911054637865311, 0.9901524777636594, 0.9907878017789072, 0.9904701397712834, 0.9907878017789072, 0.9891994917407878, 0.9895171537484116, 0.9907878017789072, 0.9882465057179162, 0.9907878017789072, 0.9911054637865311, 0.9907878017789072]","[0.5609137055837563, 0.5609137055837563, 0.6446700507614214, 0.6637055837563451, 0.7474619289340102, 0.8058375634517766, 0.8527918781725888, 0.5609137055837563, 0.8959390862944162, 0.9187817258883249, 0.9238578680203046, 0.9149746192893401, 0.9213197969543148, 0.9530456852791879, 0.9314720812182741, 0.7322335025380711, 0.9581218274111675, 0.934010152284264, 0.9416243654822335, 0.9657360406091371, 0.9517766497461929, 0.9619289340101523, 0.9568527918781726, 0.9644670050761421, 0.9670050761421319, 0.9543147208121827, 0.9644670050761421, 0.9657360406091371, 0.9657360406091371, 0.9708121827411168, 0.9682741116751269, 0.9568527918781726, 0.9746192893401016, 0.9746192893401016, 0.9708121827411168, 0.9758883248730964, 0.9720812182741116, 0.9784263959390863, 0.9758883248730964, 0.9733502538071066, 0.9771573604060914, 0.9644670050761421, 0.9746192893401016, 0.9593908629441624, 0.9771573604060914, 0.9670050761421319, 0.9771573604060914, 0.9758883248730964, 0.9771573604060914, 0.9771573604060914]","[0.7100860476493835, 0.7031485438346863, 0.8122115731239319, 0.8375456929206848, 0.6330631375312805, 0.5901603102684021, 0.5084859132766724, 0.8965180516242981, 0.46725893020629883, 0.4011833965778351, 0.3468398153781891, 0.3184715211391449, 0.4131392240524292, 0.31485989689826965, 0.3187207579612732, 0.4886952340602875, 0.31910404562950134, 0.3324771225452423, 0.3139754831790924, 0.3267323672771454, 0.31618058681488037, 0.31525641679763794, 0.31330275535583496, 0.31340155005455017, 0.3134593069553375, 0.32352787256240845, 0.3136718273162842, 0.3132866322994232, 0.3133443295955658, 0.31380578875541687, 0.31332769989967346, 0.3573288917541504, 0.31389400362968445, 0.313477486371994, 0.31381669640541077, 0.3133099377155304, 0.3140842616558075, 0.31395235657691956, 0.31336262822151184, 0.31351783871650696, 0.3133833110332489, 0.3159329891204834, 0.3135082721710205, 0.313355952501297, 0.3132913410663605, 0.3132788836956024, 0.3133486211299896, 0.31340914964675903, 0.3132884204387665, 0.31326451897621155]","[0.6835638880729675, 0.6784058213233948, 0.6091955900192261, 0.5796812176704407, 0.5461434721946716, 0.501354455947876, 0.5417140126228333, 0.7336982488632202, 0.44085943698883057, 0.3764725625514984, 0.4001856744289398, 0.4395359754562378, 0.37991151213645935, 0.3539636433124542, 0.4059619903564453, 0.5692011713981628, 0.3315606415271759, 0.36706921458244324, 0.37269994616508484, 0.33039742708206177, 0.32912638783454895, 0.3224198818206787, 0.3359130024909973, 0.3248276710510254, 0.32453155517578125, 0.3467353284358978, 0.3413102924823761, 0.3240657150745392, 0.3283597230911255, 0.31881076097488403, 0.3285827040672302, 0.3385051190853119, 0.31862422823905945, 0.31833788752555847, 0.32496488094329834, 0.31682106852531433, 0.3228779435157776, 0.3148036301136017, 0.31623029708862305, 0.3165051341056824, 0.3193613290786743, 0.3276716470718384, 0.3221653997898102, 0.32902079820632935, 0.31882360577583313, 0.3250337839126587, 0.3146272301673889, 0.3161051571369171, 0.31971466541290283, 0.32350993156433105]",50
"[0.7188771358828315, 0.7188771358828315, 0.7141009055627425, 0.6958710976837865, 0.7067082683307332, 0.7250608272506083, 0.7672886937431395, 0.8198970840480274, 0.8362045392398141, 0.8875502008032129, 0.9059976931949251, 0.9221040528887612, 0.9204805491990846, 0.934176487496407, 0.9376615914966964, 0.9401611047180668, 0.9362068965517242, 0.9490940465918896, 0.9550272128329992, 0.9624103299856528, 0.9630478372959037, 0.9630478372959037, 0.9719839908519153, 0.9722619388046897, 0.9730349971313826, 0.9771297884505432, 0.9749287749287749, 0.9808297567954221, 0.9822958309537407, 0.9851682829435254, 0.9842812232066305, 0.9848614681519566, 0.9851851851851852, 0.9857224443175329, 0.9894496720844026, 0.9885844748858448, 0.9888793840889649, 0.9885909868796349, 0.987745796523226, 0.991175633361799, 0.9911655742376746, 0.9923142613151152, 0.9934528892684316, 0.9908883826879271, 0.9926052332195677, 0.993739328400683, 0.9940256045519203, 0.9928916690361104, 0.9928835752917734, 0.995166334944555]","[0.7108927108927109, 0.7108927108927109, 0.7114754098360656, 0.7421638018200202, 0.7537688442211056, 0.7825182101977107, 0.8235294117647058, 0.8985849056603774, 0.8822055137844611, 0.9425028184892897, 0.9343715239154616, 0.956221198156682, 0.94, 0.9523809523809523, 0.9579067121729238, 0.9588100686498856, 0.9527027027027027, 0.9516310461192351, 0.9636363636363636, 0.9693530079455165, 0.967816091954023, 0.9708963911525029, 0.9745370370370371, 0.9666283084004603, 0.9803468208092485, 0.9683257918552036, 0.980209545983702, 0.9714285714285714, 0.9789719626168224, 0.9737742303306728, 0.9703196347031964, 0.9804372842347526, 0.9757785467128027, 0.9792147806004619, 0.9849710982658959, 0.9826187717265353, 0.9861111111111112, 0.984936268829664, 0.9836829836829837, 0.9884259259259259, 0.9812646370023419, 0.9884259259259259, 0.9860788863109049, 0.981651376146789, 0.9837209302325581, 0.988479262672811, 0.9861751152073732, 0.986013986013986, 0.9895953757225433, 0.988479262672811]","[0.5611305176246427, 0.5611305176246427, 0.5789139409336297, 0.6163861543347094, 0.6417910447761194, 0.6770403302635757, 0.7307081613210543, 0.7999364877738965, 0.8097808828199429, 0.8755160368370911, 0.8964750714512544, 0.9139409336297237, 0.9117180057161004, 0.9272785011114639, 0.9310892346776755, 0.933947284852334, 0.9295014290250874, 0.9437916798983804, 0.9501429025087329, 0.9583994919021912, 0.9590346141632264, 0.9590346141632264, 0.9688790092092728, 0.9691965703397905, 0.9701492537313433, 0.9745951095585901, 0.972054620514449, 0.9787234042553191, 0.9803112099079073, 0.9834868212130835, 0.9825341378215307, 0.9831692600825659, 0.9834868212130835, 0.9841219434741187, 0.9882502381708479, 0.987297554779295, 0.9876151159098127, 0.987297554779295, 0.9863448713877422, 0.9901556049539536, 0.9901556049539536, 0.9914258494760241, 0.9926960939980947, 0.989838043823436, 0.9917434106065418, 0.9930136551286123, 0.9933312162591299, 0.9920609717370594, 0.9920609717370594, 0.9946014607812004]","[0.5514612452350699, 0.5514612452350699, 0.5527318932655655, 0.6759847522236341, 0.6886912325285895, 0.7344345616264295, 0.7827191867852605, 0.8907242693773825, 0.8805590851334181, 0.9351969504447268, 0.9250317662007624, 0.951715374841169, 0.9313850063532402, 0.9466327827191868, 0.9529860228716646, 0.9542566709021602, 0.9466327827191868, 0.9453621346886912, 0.9593392630241423, 0.96569250317662, 0.9644218551461246, 0.9682337992376112, 0.9720457433290979, 0.963151207115629, 0.9783989834815756, 0.9644218551461246, 0.9783989834815756, 0.9682337992376112, 0.97712833545108, 0.9707750952986023, 0.9669631512071156, 0.9783989834815756, 0.9733163913595934, 0.97712833545108, 0.9834815756035579, 0.9809402795425667, 0.9847522236340533, 0.9834815756035579, 0.9822109275730623, 0.9872935196950444, 0.9796696315120712, 0.9872935196950444, 0.9847522236340533, 0.9796696315120712, 0.9822109275730623, 0.9872935196950444, 0.9847522236340533, 0.9847522236340533, 0.98856416772554, 0.9872935196950444]","[0.690304160118103, 0.6829261183738708, 0.6928625106811523, 0.608182430267334, 0.6132045984268188, 0.560969889163971, 0.47509434819221497, 0.4670146703720093, 0.4353778064250946, 0.33391764760017395, 0.3849295377731323, 0.3270273506641388, 0.3539498746395111, 0.3143231272697449, 0.3485417068004608, 0.31497055292129517, 0.32100710272789, 0.4192348122596741, 0.3137822449207306, 0.3140546381473541, 0.3165209889411926, 0.3140970468521118, 0.31362783908843994, 0.3143501281738281, 0.31337282061576843, 0.3133043050765991, 0.31399673223495483, 0.31341126561164856, 0.3142314553260803, 0.31337982416152954, 0.313275009393692, 0.31326931715011597, 0.31326499581336975, 0.3132653534412384, 0.3132699131965637, 0.3132743537425995, 0.31336233019828796, 0.3133470118045807, 0.3132849931716919, 0.31328362226486206, 0.3132973313331604, 0.313310831785202, 0.3132684528827667, 0.31327196955680847, 0.3132743835449219, 0.3133010268211365, 0.3133387863636017, 0.3132631480693817, 0.3132784068584442, 0.31326600909233093]","[0.7000976204872131, 0.6965186595916748, 0.7127507925033569, 0.6197628378868103, 0.6070716381072998, 0.5767661333084106, 0.534502387046814, 0.4220014214515686, 0.38918882608413696, 0.3730989098548889, 0.4023028016090393, 0.3481239974498749, 0.3759075105190277, 0.3584922254085541, 0.333151638507843, 0.34937620162963867, 0.35511916875839233, 0.3554879426956177, 0.3500175476074219, 0.33687910437583923, 0.34438657760620117, 0.3374537527561188, 0.33660855889320374, 0.35251548886299133, 0.33441901206970215, 0.3294026553630829, 0.3380202054977417, 0.35430991649627686, 0.33923542499542236, 0.3488292396068573, 0.3399394452571869, 0.3477610945701599, 0.3512886166572571, 0.3476577401161194, 0.3449147045612335, 0.33776551485061646, 0.3594074249267578, 0.3541141450405121, 0.34187185764312744, 0.3490864336490631, 0.3481085002422333, 0.3579445481300354, 0.35249465703964233, 0.3548309803009033, 0.3396994173526764, 0.35850730538368225, 0.354739248752594, 0.3479676842689514, 0.3520289361476898, 0.3588431477546692]",50
"[0.6860262008733624, 0.7188771358828315, 0.719391947411668, 0.6941061860691671, 0.7031987414787625, 0.721143473570658, 0.7688901190146693, 0.816, 0.8407534246575342, 0.8916977879919563, 0.8700939745715865, 0.9196659948171609, 0.9230769230769231, 0.9280368451352907, 0.9378953421506613, 0.9315147997678468, 0.9376443418013857, 0.9466130884041332, 0.9537754809072638, 0.9583453030738294, 0.9562982005141388, 0.9663049685893775, 0.9666666666666667, 0.966542750929368, 0.9694023448670289, 0.9682403433476395, 0.9713302752293578, 0.9742415569547797, 0.9770510613884108, 0.9782857142857143, 0.9802688018301401, 0.9797316585783614, 0.9780062839188803, 0.9817767653758542, 0.9834757834757835, 0.9840182648401826, 0.982046166999145, 0.9831380394398399, 0.9825962910128389, 0.984650369528141, 0.9868646487721302, 0.987175833570818, 0.9900370054084828, 0.9900256483328583, 0.9874715261958997, 0.9882957465029975, 0.9900256483328583, 0.9917355371900827, 0.9911655742376746, 0.9869020501138952]","[0.7108927108927109, 0.7108927108927109, 0.7108927108927109, 0.726643598615917, 0.7457627118644068, 0.7760252365930599, 0.7646528403967539, 0.8833922261484098, 0.9037758830694276, 0.8855345911949686, 0.8836045056320401, 0.912621359223301, 0.8299866131191432, 0.9341176470588235, 0.9305724725943971, 0.863265306122449, 0.9330143540669856, 0.9550173010380623, 0.9588719153936546, 0.9547511312217195, 0.9487179487179487, 0.9457364341085271, 0.9453734671125975, 0.9556313993174061, 0.9685681024447031, 0.9690721649484536, 0.9698375870069605, 0.9714937286202965, 0.9687137891077636, 0.968421052631579, 0.9746543778801844, 0.9709639953542393, 0.9512195121951219, 0.9744186046511628, 0.9744186046511628, 0.9643268124280783, 0.9616252821670429, 0.9757785467128027, 0.9735327963176065, 0.9825783972125436, 0.9758342922899885, 0.9803468208092485, 0.9803468208092485, 0.9791666666666666, 0.9699769053117783, 0.9802555168408827, 0.9825378346915018, 0.9826187717265353, 0.9825783972125436, 0.9714937286202965]","[0.5433470943156558, 0.5611305176246427, 0.5662114957129247, 0.6011432200698634, 0.6405208002540489, 0.6716417910447762, 0.7348364560177835, 0.7954906319466497, 0.8228008891711655, 0.8802794537948555, 0.8507462686567164, 0.9114004445855827, 0.9142584947602413, 0.9206097173705938, 0.9314067958081931, 0.9250555731978406, 0.9314067958081931, 0.9409336297237219, 0.9488726579866624, 0.9539536360749444, 0.9514131470308034, 0.9625277865989202, 0.9631629088599556, 0.9628453477294379, 0.9660209590346142, 0.9647507145125437, 0.9682438869482375, 0.9714194982534138, 0.9745951095585901, 0.9758653540806606, 0.9780882819942839, 0.9774531597332486, 0.9755477929501429, 0.979676087646872, 0.9815814544299778, 0.982216576691013, 0.9799936487773896, 0.9812638932994602, 0.9806287710384249, 0.9828516989520483, 0.9853921879961892, 0.9857097491267068, 0.9888853604318831, 0.9888853604318831, 0.9860273102572246, 0.9869799936487774, 0.9888853604318831, 0.9907907272149888, 0.9901556049539536, 0.9853921879961892]","[0.5514612452350699, 0.5514612452350699, 0.5514612452350699, 0.5984752223634053, 0.6759847522236341, 0.7293519695044473, 0.6683608640406608, 0.8742058449809402, 0.8996188055908514, 0.8843710292249047, 0.8818297331639136, 0.9085133418043202, 0.8386277001270648, 0.928843710292249, 0.9275730622617535, 0.829733163913596, 0.928843710292249, 0.9504447268106735, 0.9555273189326556, 0.9491740787801779, 0.9440914866581956, 0.9377382465057179, 0.9377382465057179, 0.9504447268106735, 0.96569250317662, 0.96569250317662, 0.9669631512071156, 0.9682337992376112, 0.96569250317662, 0.96569250317662, 0.9720457433290979, 0.9682337992376112, 0.9440914866581956, 0.9720457433290979, 0.9720457433290979, 0.9606099110546379, 0.9567979669631512, 0.9733163913595934, 0.9707750952986023, 0.9809402795425667, 0.9733163913595934, 0.9783989834815756, 0.9783989834815756, 0.97712833545108, 0.9669631512071156, 0.9783989834815756, 0.9809402795425667, 0.9809402795425667, 0.9809402795425667, 0.9682337992376112]","[0.7129298448562622, 0.7147495746612549, 0.7392090559005737, 0.8326283097267151, 0.760136067867279, 0.6559659242630005, 0.5417708158493042, 0.4438381493091583, 0.4071654677391052, 0.3712562322616577, 0.38382551074028015, 0.33990103006362915, 0.3503299057483673, 0.3270156681537628, 0.3207304775714874, 0.553114652633667, 0.32075992226600647, 0.3163450360298157, 0.3137677311897278, 0.31496065855026245, 0.31330034136772156, 0.31608232855796814, 0.3942760229110718, 0.31444868445396423, 0.31587928533554077, 0.31462720036506653, 0.313914030790329, 0.3346802890300751, 0.32906612753868103, 0.31353214383125305, 0.31336143612861633, 0.3213960826396942, 0.3133748769760132, 0.31395724415779114, 0.3133258819580078, 0.32054170966148376, 0.3133150339126587, 0.31337735056877136, 0.3133181929588318, 0.31328341364860535, 0.3140247166156769, 0.3134416341781616, 0.31332895159721375, 0.3132927119731903, 0.31428664922714233, 0.3132966160774231, 0.31368547677993774, 0.3132839798927307, 0.3134426772594452, 0.3133576810359955]","[0.7030742764472961, 0.7043301463127136, 0.7073184251785278, 0.7234720587730408, 0.6521181464195251, 0.6185012459754944, 0.6291607618331909, 0.466849148273468, 0.45272591710090637, 0.43717628717422485, 0.4367159307003021, 0.42491385340690613, 0.4523409605026245, 0.43611854314804077, 0.3971621096134186, 0.5115471482276917, 0.42056766152381897, 0.3652206361293793, 0.35908448696136475, 0.36849549412727356, 0.3879329562187195, 0.3846321403980255, 0.3780238628387451, 0.3636733293533325, 0.327309787273407, 0.33961448073387146, 0.3377355933189392, 0.34247109293937683, 0.3257037401199341, 0.33173930644989014, 0.3167649507522583, 0.31606823205947876, 0.3699553906917572, 0.3183858394622803, 0.31856465339660645, 0.3576461374759674, 0.332403302192688, 0.3136829435825348, 0.3152830898761749, 0.31340089440345764, 0.313445121049881, 0.31441178917884827, 0.313566118478775, 0.3294202983379364, 0.34120985865592957, 0.31339454650878906, 0.31372758746147156, 0.313401997089386, 0.31333786249160767, 0.31479260325431824]",50
"[0.6705802664258298, 0.7183557183557183, 0.7161880982105702, 0.6970731707317073, 0.7041655611568055, 0.7300297860817764, 0.7763552165622446, 0.7544316996871742, 0.7944751381215469, 0.8257296684613205, 0.8787185354691075, 0.8918220946915352, 0.9168345323741007, 0.9134448932487017, 0.9298701298701298, 0.9127743387732132, 0.9354375896700143, 0.948938611589214, 0.9375361480624639, 0.9375715922107675, 0.9521337946943483, 0.9641936407906044, 0.9650229357798165, 0.9676680972818312, 0.9713631156930126, 0.9708237986270023, 0.9717223650385605, 0.9748715019988577, 0.9817038307604345, 0.9808844507845934, 0.9828277046365197, 0.9863013698630136, 0.9854327335047129, 0.9863013698630136, 0.9865675907402115, 0.987146529562982, 0.9868571428571429, 0.9905741216795202, 0.9902801600914809, 0.9900028563267638, 0.9911504424778761, 0.9914383561643836, 0.9917213816728518, 0.9905741216795202, 0.9914334665905197, 0.9900085640879246, 0.9917213816728518, 0.992579908675799, 0.992579908675799, 0.992579908675799]","[0.7130008176614882, 0.7130008176614882, 0.7130008176614882, 0.6607142857142857, 0.6793296089385474, 0.7124563445867288, 0.7481081081081081, 0.7424684159378037, 0.7566938300349243, 0.8458049886621315, 0.8967032967032967, 0.9057971014492754, 0.9064587973273942, 0.9253731343283582, 0.9350348027842227, 0.9305555555555556, 0.9414519906323185, 0.9427207637231504, 0.9441860465116279, 0.943577430972389, 0.950354609929078, 0.9531615925058547, 0.9509345794392523, 0.959349593495935, 0.9513641755634639, 0.9536266349583828, 0.9625292740046838, 0.9574468085106383, 0.9693396226415094, 0.9596199524940617, 0.9742990654205608, 0.9742388758782201, 0.971830985915493, 0.9705535924617197, 0.9596199524940617, 0.9730994152046784, 0.9730363423212193, 0.9705535924617197, 0.970828471411902, 0.9694117647058823, 0.963226571767497, 0.970828471411902, 0.9744186046511628, 0.972027972027972, 0.9683470105509965, 0.9730363423212193, 0.974477958236659, 0.9730363423212193, 0.9743589743589743, 0.9719626168224299]","[0.5366783105747857, 0.5604953953636075, 0.56684661797396, 0.6055890758971102, 0.6459193394728485, 0.6833915528739283, 0.7392823118450301, 0.7008574150523976, 0.7637345188948873, 0.8046999047316609, 0.8653540806605271, 0.8802794537948555, 0.9082248332804065, 0.9047316608447126, 0.9228326452842172, 0.9015560495395364, 0.9285487456335344, 0.9434741187678628, 0.9314067958081931, 0.9307716735471578, 0.9472848523340743, 0.9603048586852969, 0.9612575420768498, 0.9641155922515084, 0.9682438869482375, 0.9676087646872022, 0.9685614480787551, 0.972054620514449, 0.979676087646872, 0.9787234042553191, 0.9809463321689426, 0.984757065735154, 0.9838043823436011, 0.984757065735154, 0.9850746268656716, 0.9857097491267068, 0.9853921879961892, 0.9895204826929184, 0.9892029215624007, 0.9888853604318831, 0.9901556049539536, 0.9904731660844712, 0.9907907272149888, 0.9895204826929184, 0.9904731660844712, 0.9888853604318831, 0.9907907272149888, 0.9917434106065418, 0.9917434106065418, 0.9917434106065418]","[0.554002541296061, 0.554002541296061, 0.554002541296061, 0.613722998729352, 0.6353240152477764, 0.6861499364675985, 0.7039390088945362, 0.6632782719186785, 0.7344345616264295, 0.8271918678526048, 0.8805590851334181, 0.9008894536213469, 0.8932655654383735, 0.9174078780177891, 0.928843710292249, 0.9237611181702668, 0.9364675984752223, 0.9390088945362135, 0.9390088945362135, 0.940279542566709, 0.9466327827191868, 0.9491740787801779, 0.9466327827191868, 0.9555273189326556, 0.9479034307496823, 0.9504447268106735, 0.9593392630241423, 0.9542566709021602, 0.9669631512071156, 0.9567979669631512, 0.9720457433290979, 0.9720457433290979, 0.9695044472681067, 0.9682337992376112, 0.9567979669631512, 0.9707750952986023, 0.9707750952986023, 0.9682337992376112, 0.9682337992376112, 0.9669631512071156, 0.9606099110546379, 0.9682337992376112, 0.9720457433290979, 0.9695044472681067, 0.96569250317662, 0.9707750952986023, 0.9720457433290979, 0.9707750952986023, 0.9720457433290979, 0.9695044472681067]","[0.6841423511505127, 0.6786073446273804, 0.6606410145759583, 0.62382972240448, 0.6139358878135681, 0.5925341844558716, 0.6191918849945068, 0.6011656522750854, 0.621199369430542, 0.47026729583740234, 0.3813084363937378, 0.43247300386428833, 0.3609224855899811, 0.3845626413822174, 0.32624298334121704, 0.3274083733558655, 0.31932133436203003, 0.36213552951812744, 0.3147144913673401, 0.314522922039032, 0.32015660405158997, 0.318891704082489, 0.31400996446609497, 0.31334051489830017, 0.3134863078594208, 0.31362277269363403, 0.31337451934814453, 0.31719595193862915, 0.3134503662586212, 0.313466876745224, 0.31364017724990845, 0.3133696913719177, 0.3134150803089142, 0.31334641575813293, 0.3151059150695801, 0.31374332308769226, 0.3132907450199127, 0.3135586977005005, 0.3134981393814087, 0.31329572200775146, 0.31328025460243225, 0.31327226758003235, 0.3134540319442749, 0.31340187788009644, 0.3133291006088257, 0.31332600116729736, 0.3132937252521515, 0.313321590423584, 0.31328025460243225, 0.313285768032074]","[0.6905323266983032, 0.6895048022270203, 0.6805517077445984, 0.6288644075393677, 0.6140651106834412, 0.5930161476135254, 0.5674520134925842, 0.6041650772094727, 0.5848314166069031, 0.46600770950317383, 0.436279833316803, 0.41472935676574707, 0.40009602904319763, 0.39375585317611694, 0.3949752151966095, 0.39551663398742676, 0.4058583676815033, 0.37208324670791626, 0.3702763020992279, 0.3590449094772339, 0.36214679479599, 0.36669686436653137, 0.36053338646888733, 0.3658464550971985, 0.35254526138305664, 0.3615964353084564, 0.3572138547897339, 0.3708094358444214, 0.35225921869277954, 0.34792283177375793, 0.34983906149864197, 0.34372419118881226, 0.347085565328598, 0.3387143015861511, 0.347190260887146, 0.338814914226532, 0.33961838483810425, 0.3376666307449341, 0.3535504937171936, 0.34152865409851074, 0.34199270606040955, 0.3505459725856781, 0.3434849977493286, 0.34349900484085083, 0.35341405868530273, 0.3581635653972626, 0.3482436537742615, 0.3477385640144348, 0.35072389245033264, 0.3451971411705017]",50
